transaction_id,window,label,task,variant,run_tag,model,prompt_version,company_name,n_headlines_total,n_headlines_sent,n_edgar_filings,window_end_month,latency_s,input_tokens,output_tokens,cost_usd,finish_reason,refusal,parse_ok,error,llm_ma_rumor_intensity,llm_strategic_alternatives_review,llm_activist_pressure,llm_management_instability,llm_financial_distress,llm_undervaluation_narrative,llm_sector_consolidation_wave,llm_regulatory_antitrust_attention,llm_divestiture_restructuring,llm_growth_expansion_tone,llm_acquisition_likelihood,llm_headline_information_quality,llm_dominant_theme,llm_recognized_company,llm_recognized_deal,llm_evidence_quotes,llm_rationale,label_int
SPTRD1702052,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,CenterState Bank Corporation,0,0,6,2020-01,1.7,942,139,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no available headlines, there are no signals indicating M&A activity or relevant company news to score.",1
SPTRD1682496,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"TerraForm Power, Inc.",0,0,6,2020-01,2.81,935,142,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available, there are no signals to evaluate, leading to a score of zero across all dimensions.",1
SPTRD1711874,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Forty Seven, Inc.*",45,45,14,2019-08,1.98,2401,139,0.000444,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],The headlines provided do not contain any references or signals related to M&A activity or the specific company.,0
SPTRD1752269,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Churchill Capital Corp III*,1,1,0,2020-01,2.4,969,142,0.000231,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"The single headline does not provide any relevant evidence for M&A signals, indicating no likelihood of acquisition or distress.",0
SPTRD1711874,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Forty Seven, Inc.*",42,42,8,2020-02,2.72,1927,144,0.000375,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,2,other,0,0,[],"The headlines do not provide any relevant information suggesting M&A activity, strategic review, or any distress related to the company.",1
SPTRD1762884,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Open Systems International, Inc.",0,0,85,2020-02,2.33,933,139,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"Without any available headlines during this period, there are no signals to assess for M&A precursor indicators.",0
SPTRD1702052,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,CenterState Bank Corporation,38,38,9,2019-07,4.54,1949,146,0.00038,stop,0,1,,0,0,0,0,0,0,0,0,0,6,5,3,other,1,0,[],"The coverage mainly focuses on ordinary business activities and events with no evidence of M&A activity, but a potential for growth is noted.",0
SPTRD1762884,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Open Systems International, Inc.",0,0,92,2020-08,3.37,940,137,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no headlines available, there are no M&A signals or relevant news to analyze.",1
SPTRD1763033,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"BMC Stock Holdings, Inc.",0,0,2,2020-08,2.08,935,143,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no available headline information, all signals score zero, indicating no M&A-related activity or indicators during the assessed period.",1
SPTRD1763033,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"BMC Stock Holdings, Inc.",20,20,3,2020-02,2.93,1448,151,0.000308,stop,0,1,,0,0,0,0,0,0,0,0,0,5,10,3,other,1,0,[],"Despite the lack of M&A rumors or distress signals, headlines indicate positive growth potential and a favorable perception of the company, suggesting a high likelihood of acquisition.",0
SPTRD1763198,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Aimmune Therapeutics, Inc.*",35,35,5,2020-02,2.51,1736,189,0.000374,stop,0,1,,0,0,0,0,0,0,0,0,0,6,10,7,earnings,1,0,"[""Nestle invests $200 mln more in Aimmune after peanut allergy drug approval"", ""Aimmune Therapeutics Just Made History : Is It a Buy ?"", ""Aimmune Proves Its Worth With Latest FDA Approval ; Other Candidates Left To Advance""]","The headlines focus primarily on recent FDA approval and Nestle's investment, signaling strong growth potential and acquisition interest.",0
SPTRD1763198,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Aimmune Therapeutics, Inc.*",0,0,3,2020-08,2.0,936,139,0.000224,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any available headlines, there are no signals to score, resulting in all zeros across the dimensions.",1
SPTRD1763273,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Epicor Software Corporation,0,0,3,2020-02,2.91,942,135,0.000222,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"There are no headlines available for this period, leading to all scores being zero.",0
SPTRD1763273,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Epicor Software Corporation,19,19,0,2020-08,1.75,1518,140,0.000312,stop,0,1,,0,0,0,0,0,0,0,0,0,6,10,5,macro_sector,1,0,[],The headlines indicate general positive market conditions and product releases but no direct M&A signals or distress indicators.,1
SPTRD1763894,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Flying Eagle Acquisition Corp.,1,1,0,2020-02,2.21,976,144,0.000233,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,other,1,0,[],"The single headline offers minimal information and does not indicate significant M&A activity or pressure, leading to low scores across all dimensions.",0
SPTRD1765017,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Conyers Park II Acquisition Corp.*,0,0,2,2020-03,1.71,944,141,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no headlines available, there is no evidence of any M&A precursor signals for the company in this period.",0
SPTRD1765017,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Conyers Park II Acquisition Corp.*,0,0,2,2020-09,1.64,937,132,0.00022,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],No headlines or qualitative information available to suggest any M&A signals.,1
SPTRD1765361,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Resource Real Estate Opportunity REIT, Inc.",0,0,3,2020-03,1.73,938,137,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any available headlines or information, there are no signals to evaluate regarding M&A activity.",0
SPTRD1763894,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Flying Eagle Acquisition Corp.,8,8,0,2020-08,3.54,1130,190,0.000284,stop,0,1,,0,0,0,0,0,0,0,0,0,3,5,5,macro_sector,1,0,"[""As it Keeps Winning , DKNG Stock Has Become a Poster Child for SPACs"", ""SPACs are Making a Comeback in 2020"", ""10 SPAC IPO Stocks to Buy as They Grow in Popularity""]","The headlines indicate a broader trend towards SPACs without specific acquisition signals or distress, suggesting moderate optimism in the sector.",1
SPTRD1765361,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Resource Real Estate Opportunity REIT, Inc.",0,0,2,2020-09,1.9,938,142,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"The absence of headlines and substantive information leads to a score of zero across all dimensions, as no signals are present.",1
SPTRD1764224,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Kensington Capital Acquisition Corp.*,4,4,0,2020-08,3.71,1058,215,0.000288,stop,0,1,,0,0,0,0,0,0,0,0,0,5,0,5,macro_sector,1,0,"[""Kensington Capital Acquistions raises $200m for IPO"", ""Kensington Capital Acquisition Corp . Announces Pricing of Upsized $200 , 000 , 000 Initial Public Offering"", ""Kensington Capital Acquisition Corp . Announces the Separate Trading of its Shares of Class A Common Stock and Redeemable Warrants Commencing August 17 , 2020""]","The headlines focus on an IPO and trading announcements, indicating growth activity but lack any M&A-related signals.",1
SPTRD1765606,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Virtusa Corporation*,0,0,3,2020-09,1.85,941,141,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no available headlines during this period, there are no signals to assess for M&A activity or related themes.",1
SPTRD1765606,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Virtusa Corporation*,0,0,3,2020-03,3.58,941,145,0.000228,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no available headlines, there are no signals indicating M&A activity or any relevant financial circumstances for Virtusa during this period.",0
SPTRD1766943,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Versant Health, Inc.*",6,6,0,2020-09,1.73,1112,141,0.000251,stop,0,1,,0,0,0,0,0,0,0,0,0,7,5,5,other,1,0,[],"The headlines focus on new initiatives and collaborations indicating growth, but lack any M&A-related signals or distress indicators.",1
SPTRD1766943,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Versant Health, Inc.*",10,10,1,2020-03,1.87,1176,145,0.000263,stop,0,1,,0,0,0,0,0,0,0,0,0,6,10,4,leadership,1,0,[],"The headlines reflect leadership changes and positive growth initiatives, but lack any indicators of distress, M&A rumors, or strategic reviews.",0
SPTRD1766022,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Immunomedics, Inc.*",0,0,5,2020-03,3.53,935,144,0.000227,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without available headlines, there are no signals indicating any M&A activity or financial trends concerning Immunomedics during this period.",0
SPTRD1767480,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,ZeniMax Media Inc.*,7,7,0,2020-03,2.17,1130,194,0.000286,stop,0,1,,8,0,0,0,0,0,0,0,0,0,80,5,ma_speculation,1,0,"[""Dont Believe the Sony Buying Zenimax Rumor , It Baseless and Likely Fake"", ""Sony Rumored Acquisition Of ZeniMax Kicks Off 2020"", ""Ridiculous Rumour Claims Sony Is About to Buy Bethesda Parent Company ZeniMax and All Its Studios""]","The headlines indicate strong acquisition speculation around ZeniMax, primarily concerning rumors of a Sony acquisition.",0
SPTRD1767525,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"GRAIL, Inc.*",0,0,9,2020-03,1.66,935,141,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any headlines to assess, all dimensions score zero, reflecting a lack of evidence for M&A precursors.",0
SPTRD1766022,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Immunomedics, Inc.*",27,27,6,2020-09,4.1,1806,201,0.000391,stop,0,1,,0,0,1,0,0,0,0,0,0,6,20,6,earnings,1,0,"[""Read This Before Selling Immunomedics , Inc . ( NASDAQ : IMMU ) Shares"", ""Immunomedics Reports Second Quarter 2020 Results and Provides Corporate Update"", ""Immunomedics Announces FDA Approval of Samsung Biologics as Antibody Manufacturer for Trodelvy ( TM )""]","The headlines primarily focus on earnings updates and regulatory approvals, but there are weak signals related to activist pressure.",1
SPTRD1767525,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"GRAIL, Inc.*",42,42,10,2020-09,2.12,1884,148,0.000371,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,[],"The headlines show no relevant information regarding M&A activity, strategic reviews, or company performance, indicating a lack of signals for acquisition or similar actions.",1
SPTRD1767480,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,ZeniMax Media Inc.*,16,16,1,2020-09,2.79,1313,145,0.000284,stop,0,1,,0,0,0,0,0,0,0,0,0,0,5,3,other,1,0,[],"The headlines focus primarily on non-business news and a SPAC merger unrelated to ZeniMax, indicating low M&A signals.",1
SPTRD1768640,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,ArcelorMittal USA LLC,0,0,1,2020-09,1.91,938,142,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any headlines or news coverage, there is no evidence of M&A precursors or relevant themes during this period.",1
SPTRD1767956,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"1-800 CONTACTS, Inc.",26,26,0,2020-03,3.43,1629,196,0.000362,stop,0,1,,8,7,0,0,0,0,0,0,0,2,70,7,ma_speculation,1,0,"[""Buyout firm AEA explores $2 billion sale of 1 - 800 Contacts : sources"", ""AEA Investors to explore sale of 1 - 800 Contacts : Reuters"", ""This company says it will fix your smile. It may shush you if it doesnt.""]","The headlines predominantly suggest an impending sale of the company, with significant rumors and discussions about a buyout.",0
SPTRD1768178,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"ION Media Networks, Inc.*",2,2,0,2020-09,2.69,1005,137,0.000233,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,other,1,0,[],"The headlines contain no relevant information indicating M&A activity, with only unrelated content present.",1
SPTRD1767956,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"1-800 CONTACTS, Inc.",24,24,0,2020-09,3.51,1553,196,0.000351,stop,0,1,,7,8,0,0,3,0,0,3,10,2,60,6,ma_speculation,1,0,"[""1 - 800 Contacts , backed by AEA , THL , hits the auction block"", ""Proposed Settlements of Class Action Lawsuit : Thompson v . 1 - 800 Contacts"", ""1 - 800 Contacts Doubles Down on TV Advertising During the Pandemic""]","The headlines indicate strong auction interests, pending legal settlements, and strategic initiatives, suggesting high acquisition likelihood.",1
SPTRD1768802,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"WPX Energy, Inc.*",26,26,14,2020-03,2.21,1580,185,0.000348,stop,0,1,,0,0,0,0,6,3,5,0,0,3,45,7,distress,1,0,"[""WPX Stock Tanks After Completing $2 . 5 Billion Felix Energy Acquisition"", ""Stock market rout doubles pain for energy firms that took shares for deals"", ""WPX Energy Cuts Spending by $400M to Preserve Liquidity""]","The headlines indicate significant financial distress and M&A activity, but lack indicators of management instability or activist pressure.",0
SPTRD1768173,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Switchback Energy Acquisition Corporation,14,14,1,2020-09,3.3,1313,195,0.000314,stop,0,1,,8,0,0,0,0,0,0,0,0,0,80,7,ma_speculation,1,1,"[""Electric vehicle charge network ChargePoint nears deal to go public : Sources"", ""Leading the Charge Among SPACs Today on Rumors of a Merger With EV Charging Service Provider ChargePoint"", ""ChargePoint Preparing to Go Public through a Reverse Merger""]","The headlines indicate strong speculation around a merger with ChargePoint, suggesting high likelihood of an acquisition within the next months.",1
SPTRD1768990,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Safe Harbor Marinas, LLC",6,6,0,2020-09,2.01,1064,177,0.000266,stop,0,1,,0,0,0,0,0,0,0,0,0,8,10,8,ma_speculation,1,0,"[""Safe Harbor Marinas Acquires 5 Premier Locations Throughout Southeast"", ""Safe Harbor Marinas Acquires Tri - W Portfolio"", ""Safe Harbor Marinas Acquires Five Southeast Locations""]","The headlines focus on multiple acquisitions by Safe Harbor, indicating significant expansion and a strong likelihood of further acquisition activity.",1
SPTRD1768992,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,zColo,0,0,1,2020-03,1.65,935,141,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"Without any headlines available, there is no evidence to assess M&A signals, leading to all scores being zero.",0
SPTRD1769551,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Oaktree Acquisition Corp.,0,0,1,2020-09,1.53,936,138,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no headlines available in this period, there are no signals present for any of the dimensions.",1
SPTRD1769551,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Oaktree Acquisition Corp.,7,7,0,2020-03,1.74,1097,145,0.000252,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,5,other,0,0,[],"The headlines largely pertain to Brookfield Asset Management rather than Oaktree Acquisition, showing no direct signals of M&A activity.",0
SPTRD1768802,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"WPX Energy, Inc.*",31,31,3,2020-09,3.2,1700,196,0.000373,stop,0,1,,2,0,0,0,3,2,3,0,0,1,35,7,distress,1,0,"[""Bankruptcy filings by US energy producers at four - year high"", ""Would Shareholders Who Purchased WPX Energy ( NYSE : WPX ) Stock Three Years Be Happy With The Share price Today ?"", ""Occidental Cancels Algerian Sale Intended to Help Repay Debt""]",The headlines indicate some distress in the energy sector impacting WPX Energy with minimal indications of M&A activity.,1
SPTRD1768990,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Safe Harbor Marinas, LLC",21,21,0,2020-03,3.02,1430,180,0.000322,stop,0,1,,8,6,0,0,0,0,0,0,0,4,75,8,ma_speculation,1,0,"[""Koch - Backed Safe Harbor Marinas Exploring a $2 Billion Sale"", ""Safe Harbor up for sale ?"", ""Safe Harbor answers rumors about sale""]","There is strong speculation about a potential sale of Safe Harbor Marinas, indicated by multiple headlines discussing its exploration of a $2 billion sale.",0
SPTRD1769779,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"American Renal Associates Holdings, Inc.*",6,6,3,2020-09,1.53,1100,139,0.000248,stop,0,1,,0,0,0,0,0,0,0,0,0,1,10,2,earnings,1,0,[],The headlines mainly focus on earnings and managerial appointments with no evident M&A rumors or strategic changes.,1
SPTRD1769779,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"American Renal Associates Holdings, Inc.*",0,0,2,2020-03,1.58,936,138,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available for the period, there is no evidence to suggest any M&A signals.",0
SPTRD1770031,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"MyoKardia, Inc.*",0,0,9,2020-09,1.52,936,134,0.000221,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no available headlines during this period, there are no signals to assess.",1
SPTRD1770056,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"TC PipeLines, LP*",0,0,5,2020-04,1.52,942,138,0.000224,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any headlines available, there are no discernible M&A signals or relevant themes to evaluate.",0
SPTRD1770031,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"MyoKardia, Inc.*",22,22,6,2020-04,2.91,1565,145,0.000322,stop,0,1,,0,0,0,0,0,0,0,0,0,5,10,4,earnings,1,0,[],"The headlines indicate positive market perception and strategic growth opportunities, but no direct signals of distress or M&A activity were noted.",0
SPTRD1770056,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"TC PipeLines, LP*",0,0,4,2020-09,2.6,935,134,0.000221,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available, there is no evidence to score any signals.",1
SPTRD1770887,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Eaton Vance Corp.,0,0,7,2020-04,1.7,935,141,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],There are no headlines or signals of M&A activity or pressure during this period; thus all scores are zero.,0
SPTRD1770205,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Eidos Therapeutics, Inc.*",0,0,2,2020-09,2.53,936,140,0.000224,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available for the specified period, there is no evidence to support any M&A signals.",1
SPTRD1770144,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,RMG Acquisition Corp.,0,0,2,2020-03,2.82,935,140,0.000224,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available for the period, all dimensions score zero, indicating a lack of relevant information.",0
SPTRD1770205,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Eidos Therapeutics, Inc.*",10,10,5,2020-04,3.15,1213,148,0.000271,stop,0,1,,0,0,0,0,0,0,0,0,0,1,10,3,other,1,0,[],"The headlines primarily discuss drug pricing and company presentations without indicating significant M&A activity or conditions suggesting acquisition, leading to a very low likelihood score.",0
SPTRD1771411,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Segment.io, Inc.*",5,5,0,2020-04,2.31,1071,148,0.000249,stop,0,1,,0,0,0,0,0,0,0,0,0,0,5,0,other,0,0,[],"The headlines do not indicate any relevant M&A activity or signals; thus, most scores are zero with low acquisition likelihood based on general contextual assessment.",0
SPTRD1771411,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Segment.io, Inc.*",9,9,0,2020-10,2.72,1194,134,0.00026,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,2,macro_sector,1,0,[],The headlines predominantly discuss market growth without any M&A-related content.,1
SPTRD1772315,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,CIT Group Inc.,0,0,42,2020-04,2.43,940,136,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any available headlines, there are no indicators of M&A activity or related signals.",0
SPTRD1771687,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"CarePort Health, LLC",5,5,0,2020-04,2.62,1086,205,0.000286,stop,0,1,,0,0,0,0,0,0,0,0,0,8,5,7,product,1,0,"[""CarePort Health and MiHIN Partner for Streamlined Transitions of Care Throughout the State of Michigan"", ""CarePort Partners with Allegheny Health Network to Support Transitional Care Management , Emergency Department Optimization and Rehospitalization Initiatives"", ""CarePort Transition Extender Now Available in the Epic App Orchard Marketplace for Streamlined Referral Management""]","The headlines primarily focus on partnerships and expansion initiatives, indicating stable growth without evident M&A activity or distress.",0
SPTRD1770887,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Eaton Vance Corp.,0,0,34,2020-10,4.04,935,143,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available, there are no signals indicating M&A activity or interest surrounding Eaton Vance during this period.",1
SPTRD1772315,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,CIT Group Inc.,0,0,49,2020-10,2.68,940,140,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"There is no available news coverage to score any signals, resulting in a conservative assessment across all dimensions.",1
SPTRD1772702,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Front Yard Residential Corporation,0,0,8,2020-04,1.82,942,139,0.000225,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],The absence of any headlines means there are no signals or indicators for M&A activity or related themes.,0
SPTRD1772340,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Disarm Therapeutics, Inc.*",3,3,0,2020-04,3.1,1030,143,0.00024,stop,0,1,,0,0,0,0,0,0,0,0,0,0,5,3,leadership,1,0,[],"The headlines suggest a focus on leadership changes, but there are no significant M&A or financial distress signals present.",0
SPTRD1773100,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Parsley Energy, Inc./Parsley Energy, LLC",2,2,0,2020-10,1.91,1001,147,0.000238,stop,0,1,,0,0,0,0,0,0,0,0,0,4,10,4,earnings,1,0,[],"The headlines reflect positive financial outlooks but do not indicate M&A activity or distress, thus the overall M&A environment is likely stable.",1
SPTRD1772702,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Front Yard Residential Corporation,0,0,7,2020-10,2.81,935,140,0.000224,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"With no headlines available during this period, there are no signals to evaluate for potential M&A activities.",1
SPTRD1772789,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Concho Resources Inc.,0,0,10,2020-04,3.01,942,141,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without any available headlines, there are no signals present to indicate M&A activity or other relevant corporate actions.",0
SPTRD1773406,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Panacea Acquisition Corp.,5,5,1,2020-10,1.95,1119,149,0.000257,stop,0,1,,0,0,0,0,0,0,0,0,0,2,5,4,macro_sector,0,0,[],"The coverage primarily suggests a neutral macro environment for SPACs, with no direct evidence of M&A activity or strategic shifts involving Panacea Acquisition.",1
SPTRD1774008,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Asklepios BioPharmaceutical, Inc.*",24,24,1,2020-04,2.25,1591,182,0.000348,stop,0,1,,0,0,0,0,0,0,0,0,0,8,80,7,ma_speculation,1,0,"[""AskBio Acquires French Gene Therapy Firm with Huntington Expertise"", ""AskBio Acquires BrainVectis to Expand its Clinical Pipeline for Neurodegenerative Diseases"", ""New vaccine delivery strip goes in your mouth""]","The company demonstrated strong growth and expansion through acquisitions, particularly in gene therapy, suggesting a higher likelihood of acquisitions.",0
SPTRD1774008,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Asklepios BioPharmaceutical, Inc.*",12,12,0,2020-10,1.89,1267,148,0.000279,stop,0,1,,0,0,0,0,0,0,0,0,0,1,4,2,macro_sector,0,0,[],The headlines reflect some growth in the sector but provide no direct M&A signals or specific financial distress that would indicate a high likelihood of acquisition.,1
SPTRD1772789,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Concho Resources Inc.,35,35,7,2020-10,4.24,1765,182,0.000374,stop,0,1,,2,0,0,0,2,2,5,0,0,2,20,6,ma_speculation,1,0,"[""Second U.S. shale boom legacy: Overpriced deals, unwanted assets"", ""Oil producer share values still at fraction of pre-pandemic levels"", ""Is an Oil Stock Merger Wave Coming?""]","Headlines suggest sector challenges and potential consolidation, but lack strong evidence of direct M&A activity involving Concho Resources.",1
SPTRD1774382,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Xilinx, Inc.",0,0,8,2020-10,1.63,941,136,0.000223,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],"Without headlines or specific content, there is no evidence to support any M&A signals.",1
SPTRD1774382,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Xilinx, Inc.",0,0,5,2020-04,1.95,934,135,0.000221,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,1,0,[],No headlines suggest any M&A signals or notable corporate activity during the specified period.,0
SPTRD1774399,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Thrive Earlier Detection Corp.*,4,4,0,2020-04,2.59,1044,141,0.000241,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,3,other,0,0,[],The headlines provided do not indicate any significant events or signals related to M&A activity for Thrive Earlier Detection.,0
SPTRD1775170,pre,1,extract,unmasked,r1,openai/gpt-4o-mini,v1,Freshly Inc.*,0,0,22,2020-10,1.63,934,143,0.000226,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no headlines available during the period, there is no evidence to assess any of the M&A-precursor signals.",1
SPTRD1774825,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,"Consumer Cellular, Inc.*",38,38,0,2020-04,2.96,1872,147,0.000369,stop,0,1,,0,0,0,0,0,0,0,0,0,2,5,4,macro_sector,1,0,[],"The headlines mainly reflect general sector trends and market conditions without explicit M&A or distress signals, leading to low scores across most dimensions.",0
SPTRD1775170,baseline,0,extract,unmasked,r1,openai/gpt-4o-mini,v1,Freshly Inc.*,0,0,19,2020-04,2.78,941,145,0.000228,stop,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,[],"With no available headlines during this period, there is no evidence to score any signals related to M&A activity or company performance.",0
